address,Cluster,Count,day,time,district,accident_types,suspect_vehicle,victim_vehicle,lat,long,Color
perintis kemerdekaan,6,115,Wednesday,Night,biringkanaya,TK,R2,R2,-5.1194324,119.5098533,#E55EB7
perintis kemerdekaan,6,115,Wednesday,Night,biringkanaya,TK,R2,R2,-5.1194324,119.5098533,#E55EB7
perintis kemerdekaan,6,115,Friday,Night,tamalanrea,TK,R2,R2,-5.1346841,119.4971927,#E55EB7
perintis kemerdekaan,6,115,Tuesday,Night,tamalanrea,TK,R2,R2,-5.1346841,119.4971927,#E55EB7
perintis kemerdekaan,6,115,Tuesday,Evening,tamalanrea,TK,R2,R2,-5.1346841,119.4971927,#E55EB7
perintis kemerdekaan,6,115,Thursday,Evening,biringkanaya,TK,R3,R2,-5.1194324,119.5098533,#E55EB7
perintis kemerdekaan,6,115,Tuesday,Evening,tamalanrea,TK,R2,R3,-5.1346841,119.4971927,#E55EB7
perintis kemerdekaan,6,115,Saturday,Night,biringkanaya,TK,R2,R2,-5.1194324,119.5098533,#E55EB7
perintis kemerdekaan,6,115,Wednesday,Evening,biringkanaya,TK,R2,R3,-5.1194324,119.5098533,#E55EB7
perintis kemerdekaan,6,115,Saturday,Evening,tamalanrea,TK,R3,R2,-5.1346841,119.4971927,#E55EB7
perintis kemerdekaan,6,115,Friday,Evening,biringkanaya,TK,R2,R3,-5.1194324,119.5098533,#E55EB7
perintis kemerdekaan,6,115,Sunday,Night,biringkanaya,TK,R2,R2,-5.1194324,119.5098533,#E55EB7
perintis kemerdekaan,6,115,Saturday,Night,biringkanaya,TK,R2,R2,-5.1194324,119.5098533,#E55EB7
perintis kemerdekaan,6,115,Tuesday,Evening,biringkanaya,TK,R3,R2,-5.1194324,119.5098533,#E55EB7
perintis kemerdekaan,6,115,Friday,Evening,biringkanaya,TK,R2,M,-5.1194324,119.5098533,#E55EB7
perintis kemerdekaan,6,115,Saturday,Evening,biringkanaya,TK,R3,R3,-5.1194324,119.5098533,#E55EB7
perintis kemerdekaan,6,115,Monday,Evening,biringkanaya,TK,R2,R3,-5.1194324,119.5098533,#E55EB7
perintis kemerdekaan,6,115,Thursday,Evening,biringkanaya,TK,R2,R2,-5.1194324,119.5098533,#E55EB7
perintis kemerdekaan,6,115,Sunday,Evening,biringkanaya,TK,R2,R2,-5.1194324,119.5098533,#E55EB7
perintis kemerdekaan,6,115,Wednesday,Evening,biringkanaya,TK,R2,TR,-5.1194324,119.5098533,#E55EB7
perintis kemerdekaan,6,115,Sunday,Night,biringkanaya,TK,R2,R2,-5.1194324,119.5098533,#E55EB7
perintis kemerdekaan,6,115,Thursday,Evening,biringkanaya,TK,R4,R2,-5.1194324,119.5098533,#E55EB7
perintis kemerdekaan,6,115,Saturday,Evening,biringkanaya,TK,R2,R4,-5.1194324,119.5098533,#E55EB7
perintis kemerdekaan,6,115,Saturday,Evening,biringkanaya,TK,R2,R2,-5.1194324,119.5098533,#E55EB7
perintis kemerdekaan,6,115,Friday,Evening,biringkanaya,TK,R2,R2,-5.1194324,119.5098533,#E55EB7
perintis kemerdekaan,6,115,Friday,Evening,panakkukang,TK,R2,R2,-5.1451058,119.4735564,#E55EB7
perintis kemerdekaan,6,115,Wednesday,Evening,tamalanrea,TK,R2,R4,-5.1346841,119.4971927,#E55EB7
perintis kemerdekaan,6,115,Friday,Night,biringkanaya,TK,R2,R2,-5.1194324,119.5098533,#E55EB7
perintis kemerdekaan,6,115,Tuesday,Night,biringkanaya,TK,R2,R2,-5.1194324,119.5098533,#E55EB7
perintis kemerdekaan,6,115,Saturday,Evening,tamalanrea,TK,R4,R2,-5.1346841,119.4971927,#E55EB7
perintis kemerdekaan,6,115,Friday,Evening,biringkanaya,TK,R4,R2,-5.1194324,119.5098533,#E55EB7
perintis kemerdekaan,6,115,Saturday,Night,biringkanaya,TK,R2,R2,-5.1194324,119.5098533,#E55EB7
perintis kemerdekaan,6,115,Saturday,Evening,biringkanaya,TK,R2,R2,-5.1194324,119.5098533,#E55EB7
perintis kemerdekaan,6,115,Thursday,Evening,biringkanaya,TK,R2,R2,-5.1194324,119.5098533,#E55EB7
perintis kemerdekaan,6,115,Thursday,Evening,biringkanaya,TK,R2,R2,-5.1194324,119.5098533,#E55EB7
perintis kemerdekaan,6,115,Sunday,Evening,tamalanrea,TK,R4,R2,-5.1346841,119.4971927,#E55EB7
perintis kemerdekaan,6,115,Saturday,Evening,biringkanaya,TK,R2,R4,-5.1194324,119.5098533,#E55EB7
perintis kemerdekaan,6,115,Wednesday,Evening,tamalanrea,TK,R2,R2,-5.1346841,119.4971927,#E55EB7
perintis kemerdekaan,6,115,Saturday,Evening,biringkanaya,TK,R2,TR,-5.1194324,119.5098533,#E55EB7
perintis kemerdekaan,6,115,Sunday,Night,biringkanaya,TK,R2,R2,-5.1194324,119.5098533,#E55EB7
perintis kemerdekaan,6,115,Tuesday,Evening,tamalanrea,TK,R2,R4,-5.1346841,119.4971927,#E55EB7
perintis kemerdekaan,6,115,Friday,Evening,tamalanrea,TK,TR,R2,-5.1346841,119.4971927,#E55EB7
perintis kemerdekaan,6,115,Sunday,Evening,tamalanrea,TK,R2,R4,-5.1346841,119.4971927,#E55EB7
perintis kemerdekaan,6,115,Saturday,Evening,biringkanaya,TK,R2,R2,-5.1194324,119.5098533,#E55EB7
perintis kemerdekaan,6,115,Tuesday,Evening,biringkanaya,TK,R2,R4,-5.1194324,119.5098533,#E55EB7
perintis kemerdekaan,6,115,Saturday,Night,tamalanrea,TK,R2,R2,-5.1346841,119.4971927,#E55EB7
perintis kemerdekaan,6,115,Friday,Night,tamalanrea,TK,R2,R2,-5.1346841,119.4971927,#E55EB7
perintis kemerdekaan,6,115,Monday,Night,tamalanrea,TK,R2,R2,-5.1346841,119.4971927,#E55EB7
perintis kemerdekaan,6,115,Friday,Evening,biringkanaya,TK,TR,R2,-5.1194324,119.5098533,#E55EB7
perintis kemerdekaan,6,115,Tuesday,Evening,biringkanaya,TK,R2,R2,-5.1194324,119.5098533,#E55EB7
perintis kemerdekaan,6,115,Friday,Night,biringkanaya,TK,R2,R2,-5.1194324,119.5098533,#E55EB7
perintis kemerdekaan,6,115,Saturday,Evening,biringkanaya,TK,R2,R2,-5.1194324,119.5098533,#E55EB7
perintis kemerdekaan,6,115,Monday,Night,tamalanrea,TK,R2,R2,-5.1346841,119.4971927,#E55EB7
perintis kemerdekaan,6,115,Monday,Evening,biringkanaya,TK,R2,TR,-5.1194324,119.5098533,#E55EB7
perintis kemerdekaan,6,115,Saturday,Night,tamalanrea,TK,R2,R2,-5.1346841,119.4971927,#E55EB7
perintis kemerdekaan,6,115,Saturday,Evening,biringkanaya,TK,R2,R4,-5.1194324,119.5098533,#E55EB7
perintis kemerdekaan,6,115,Sunday,Night,biringkanaya,TK,R2,R2,-5.1194324,119.5098533,#E55EB7
perintis kemerdekaan,6,115,Wednesday,Night,tamalanrea,TK,R2,R2,-5.1346841,119.4971927,#E55EB7
perintis kemerdekaan,6,115,Thursday,Night,tamalanrea,TK,TR,R2,-5.1346841,119.4971927,#E55EB7
perintis kemerdekaan,6,115,Wednesday,Night,biringkanaya,TK,R2,R2,-5.1194324,119.5098533,#E55EB7
perintis kemerdekaan,6,115,Wednesday,Night,biringkanaya,TK,R2,R2,-5.1194324,119.5098533,#E55EB7
perintis kemerdekaan,6,115,Friday,Night,tamalanrea,TK,R2,R2,-5.1346841,119.4971927,#E55EB7
perintis kemerdekaan,6,115,Tuesday,Night,tamalanrea,TK,R2,R2,-5.1346841,119.4971927,#E55EB7
perintis kemerdekaan,6,115,Tuesday,Evening,tamalanrea,TK,R2,R2,-5.1346841,119.4971927,#E55EB7
perintis kemerdekaan,6,115,Thursday,Evening,biringkanaya,TK,R3,R2,-5.1194324,119.5098533,#E55EB7
perintis kemerdekaan,6,115,Tuesday,Evening,tamalanrea,TK,R2,R3,-5.1346841,119.4971927,#E55EB7
perintis kemerdekaan,6,115,Saturday,Night,biringkanaya,TK,R2,R2,-5.1194324,119.5098533,#E55EB7
perintis kemerdekaan,6,115,Wednesday,Evening,biringkanaya,TK,R2,R3,-5.1194324,119.5098533,#E55EB7
perintis kemerdekaan,6,115,Saturday,Evening,tamalanrea,TK,R3,R2,-5.1346841,119.4971927,#E55EB7
perintis kemerdekaan,6,115,Friday,Evening,biringkanaya,TK,R2,R3,-5.1194324,119.5098533,#E55EB7
perintis kemerdekaan,6,115,Sunday,Night,biringkanaya,TK,R2,R2,-5.1194324,119.5098533,#E55EB7
perintis kemerdekaan,6,115,Saturday,Night,biringkanaya,TK,R2,R2,-5.1194324,119.5098533,#E55EB7
perintis kemerdekaan,6,115,Tuesday,Evening,biringkanaya,TK,R3,R2,-5.1194324,119.5098533,#E55EB7
perintis kemerdekaan,6,115,Friday,Evening,biringkanaya,TK,R2,M,-5.1194324,119.5098533,#E55EB7
perintis kemerdekaan,6,115,Saturday,Evening,biringkanaya,TK,R3,R3,-5.1194324,119.5098533,#E55EB7
perintis kemerdekaan,6,115,Monday,Evening,biringkanaya,TK,R2,R3,-5.1194324,119.5098533,#E55EB7
perintis kemerdekaan,6,115,Thursday,Evening,biringkanaya,TK,R2,R2,-5.1194324,119.5098533,#E55EB7
perintis kemerdekaan,6,115,Sunday,Evening,biringkanaya,TK,R2,R2,-5.1194324,119.5098533,#E55EB7
perintis kemerdekaan,6,115,Wednesday,Evening,biringkanaya,TK,R2,TR,-5.1194324,119.5098533,#E55EB7
perintis kemerdekaan,6,115,Sunday,Night,biringkanaya,TK,R2,R2,-5.1194324,119.5098533,#E55EB7
perintis kemerdekaan,6,115,Thursday,Evening,biringkanaya,TK,R4,R2,-5.1194324,119.5098533,#E55EB7
perintis kemerdekaan,7,48,Thursday,Afternoon,biringkanaya,TK,R2,R4,-5.1194324,119.5098533,#6D767B
perintis kemerdekaan,7,48,Saturday,Afternoon,tamalanrea,TK,R2,R4,-5.1346841,119.4971927,#6D767B
perintis kemerdekaan,7,48,Sunday,Afternoon,tamalanrea,TK,R2,R4,-5.1346841,119.4971927,#6D767B
perintis kemerdekaan,7,48,Friday,Afternoon,biringkanaya,TK,R4,R2,-5.1194324,119.5098533,#6D767B
perintis kemerdekaan,7,48,Friday,Afternoon,biringkanaya,TK,R4,R2,-5.1194324,119.5098533,#6D767B
perintis kemerdekaan,7,48,Monday,Afternoon,biringkanaya,TK,R2,R4,-5.1194324,119.5098533,#6D767B
perintis kemerdekaan,7,48,Sunday,Afternoon,tamalanrea,TK,R2,R4,-5.1346841,119.4971927,#6D767B
perintis kemerdekaan,7,48,Thursday,Afternoon,biringkanaya,TK,R2,R4,-5.1194324,119.5098533,#6D767B
perintis kemerdekaan,7,48,Friday,Afternoon,tamalanrea,TK,R2,R4,-5.1346841,119.4971927,#6D767B
perintis kemerdekaan,7,48,Saturday,Afternoon,biringkanaya,TK,R4,R2,-5.1194324,119.5098533,#6D767B
perintis kemerdekaan,7,48,Wednesday,Afternoon,tamalanrea,TK,R4,R2,-5.1346841,119.4971927,#6D767B
perintis kemerdekaan,7,48,Monday,Afternoon,tamalanrea,TK,R4,R2,-5.1346841,119.4971927,#6D767B
perintis kemerdekaan,7,48,Monday,Afternoon,tamalanrea,TK,R2,R4,-5.1346841,119.4971927,#6D767B
perintis kemerdekaan,7,48,Wednesday,Afternoon,tamalanrea,TK,R2,R4,-5.1346841,119.4971927,#6D767B
perintis kemerdekaan,7,48,Saturday,Afternoon,tamalanrea,TK,R4,R2,-5.1346841,119.4971927,#6D767B
perintis kemerdekaan,7,48,Tuesday,Afternoon,tamalanrea,TK,R4,R2,-5.1346841,119.4971927,#6D767B
perintis kemerdekaan,7,48,Thursday,Afternoon,biringkanaya,TK,R4,R2,-5.1194324,119.5098533,#6D767B
perintis kemerdekaan,7,48,Saturday,Afternoon,biringkanaya,TK,R2,R4,-5.1194324,119.5098533,#6D767B
perintis kemerdekaan,7,48,Saturday,Afternoon,tamalanrea,TK,R2,R4,-5.1346841,119.4971927,#6D767B
perintis kemerdekaan,7,48,Sunday,Afternoon,biringkanaya,TK,R2,R4,-5.1194324,119.5098533,#6D767B
perintis kemerdekaan,7,48,Monday,Afternoon,biringkanaya,TK,R4,R2,-5.1194324,119.5098533,#6D767B
perintis kemerdekaan,7,48,Wednesday,Afternoon,tamalanrea,TK,R2,R4,-5.1346841,119.4971927,#6D767B
perintis kemerdekaan,7,48,Sunday,Afternoon,tamalanrea,TK,R2,R4,-5.1346841,119.4971927,#6D767B
perintis kemerdekaan,7,48,Sunday,Afternoon,biringkanaya,TK,R2,R4,-5.1194324,119.5098533,#6D767B
perintis kemerdekaan,7,48,Friday,Afternoon,biringkanaya,TK,R2,R4,-5.1194324,119.5098533,#6D767B
perintis kemerdekaan,7,48,Thursday,Afternoon,biringkanaya,TK,R2,R4,-5.1194324,119.5098533,#6D767B
perintis kemerdekaan,7,48,Saturday,Afternoon,tamalanrea,TK,R2,R4,-5.1346841,119.4971927,#6D767B
perintis kemerdekaan,7,48,Sunday,Afternoon,tamalanrea,TK,R2,R4,-5.1346841,119.4971927,#6D767B
perintis kemerdekaan,7,48,Friday,Afternoon,biringkanaya,TK,R4,R2,-5.1194324,119.5098533,#6D767B
perintis kemerdekaan,7,48,Friday,Afternoon,biringkanaya,TK,R4,R2,-5.1194324,119.5098533,#6D767B
perintis kemerdekaan,7,48,Monday,Afternoon,biringkanaya,TK,R2,R4,-5.1194324,119.5098533,#6D767B
perintis kemerdekaan,7,48,Sunday,Afternoon,tamalanrea,TK,R2,R4,-5.1346841,119.4971927,#6D767B
perintis kemerdekaan,7,48,Thursday,Afternoon,biringkanaya,TK,R2,R4,-5.1194324,119.5098533,#6D767B
perintis kemerdekaan,7,48,Friday,Afternoon,tamalanrea,TK,R2,R4,-5.1346841,119.4971927,#6D767B
perintis kemerdekaan,7,48,Saturday,Afternoon,biringkanaya,TK,R4,R2,-5.1194324,119.5098533,#6D767B
perintis kemerdekaan,7,48,Wednesday,Afternoon,tamalanrea,TK,R4,R2,-5.1346841,119.4971927,#6D767B
perintis kemerdekaan,7,48,Monday,Afternoon,tamalanrea,TK,R4,R2,-5.1346841,119.4971927,#6D767B
perintis kemerdekaan,7,48,Monday,Afternoon,tamalanrea,TK,R2,R4,-5.1346841,119.4971927,#6D767B
perintis kemerdekaan,7,48,Wednesday,Afternoon,tamalanrea,TK,R2,R4,-5.1346841,119.4971927,#6D767B
perintis kemerdekaan,7,48,Saturday,Afternoon,tamalanrea,TK,R4,R2,-5.1346841,119.4971927,#6D767B
perintis kemerdekaan,7,48,Tuesday,Afternoon,tamalanrea,TK,R4,R2,-5.1346841,119.4971927,#6D767B
perintis kemerdekaan,7,48,Thursday,Afternoon,biringkanaya,TK,R4,R2,-5.1194324,119.5098533,#6D767B
perintis kemerdekaan,7,48,Saturday,Afternoon,biringkanaya,TK,R2,R4,-5.1194324,119.5098533,#6D767B
perintis kemerdekaan,7,48,Saturday,Afternoon,tamalanrea,TK,R2,R4,-5.1346841,119.4971927,#6D767B
perintis kemerdekaan,7,48,Sunday,Afternoon,biringkanaya,TK,R2,R4,-5.1194324,119.5098533,#6D767B
perintis kemerdekaan,7,48,Monday,Afternoon,biringkanaya,TK,R4,R2,-5.1194324,119.5098533,#6D767B
perintis kemerdekaan,7,48,Wednesday,Afternoon,tamalanrea,TK,R2,R4,-5.1346841,119.4971927,#6D767B
perintis kemerdekaan,7,48,Sunday,Afternoon,tamalanrea,TK,R2,R4,-5.1346841,119.4971927,#6D767B
perintis kemerdekaan,8,29,Tuesday,Morning,tamalanrea,TL,R4,R2,-5.1346841,119.4971927,#BBBF72
perintis kemerdekaan,8,29,Wednesday,Morning,tamalanrea,TL,R4,R2,-5.1346841,119.4971927,#BBBF72
perintis kemerdekaan,8,29,Saturday,Morning,tamalanrea,TL,R4,R2,-5.1346841,119.4971927,#BBBF72
perintis kemerdekaan,8,29,Friday,Morning,biringkanaya,TL,R4,R2,-5.1194324,119.5098533,#BBBF72
perintis kemerdekaan,8,29,Thursday,Morning,biringkanaya,TL,R4,R2,-5.1194324,119.5098533,#BBBF72
perintis kemerdekaan,8,29,Sunday,Morning,biringkanaya,TL,R4,R2,-5.1194324,119.5098533,#BBBF72
perintis kemerdekaan,8,29,Monday,Morning,tamalanrea,TL,R4,R2,-5.1346841,119.4971927,#BBBF72
perintis kemerdekaan,8,29,Sunday,Morning,biringkanaya,TL,R4,R2,-5.1194324,119.5098533,#BBBF72
perintis kemerdekaan,8,29,Sunday,Morning,tamalanrea,TL,R4,R2,-5.1346841,119.4971927,#BBBF72
perintis kemerdekaan,8,29,Wednesday,Morning,tamalanrea,TL,R4,R2,-5.1346841,119.4971927,#BBBF72
perintis kemerdekaan,8,29,Monday,Morning,tamalanrea,TL,R4,R2,-5.1346841,119.4971927,#BBBF72
perintis kemerdekaan,8,29,Wednesday,Morning,tamalanrea,TL,R4,R2,-5.1346841,119.4971927,#BBBF72
perintis kemerdekaan,8,29,Sunday,Morning,tamalanrea,TL,R4,R2,-5.1346841,119.4971927,#BBBF72
perintis kemerdekaan,8,29,Sunday,Morning,panakkukang,TL,R4,R2,-5.1451058,119.4735564,#BBBF72
perintis kemerdekaan,8,29,Thursday,Morning,biringkanaya,TL,R4,R2,-5.1194324,119.5098533,#BBBF72
perintis kemerdekaan,8,29,Tuesday,Morning,tamalanrea,TL,R4,R2,-5.1346841,119.4971927,#BBBF72
perintis kemerdekaan,8,29,Wednesday,Morning,tamalanrea,TL,R4,R2,-5.1346841,119.4971927,#BBBF72
perintis kemerdekaan,8,29,Saturday,Morning,tamalanrea,TL,R4,R2,-5.1346841,119.4971927,#BBBF72
perintis kemerdekaan,8,29,Friday,Morning,biringkanaya,TL,R4,R2,-5.1194324,119.5098533,#BBBF72
perintis kemerdekaan,8,29,Thursday,Morning,biringkanaya,TL,R4,R2,-5.1194324,119.5098533,#BBBF72
perintis kemerdekaan,8,29,Sunday,Morning,biringkanaya,TL,R4,R2,-5.1194324,119.5098533,#BBBF72
perintis kemerdekaan,8,29,Monday,Morning,tamalanrea,TL,R4,R2,-5.1346841,119.4971927,#BBBF72
perintis kemerdekaan,8,29,Sunday,Morning,biringkanaya,TL,R4,R2,-5.1194324,119.5098533,#BBBF72
perintis kemerdekaan,8,29,Sunday,Morning,tamalanrea,TL,R4,R2,-5.1346841,119.4971927,#BBBF72
perintis kemerdekaan,8,29,Wednesday,Morning,tamalanrea,TL,R4,R2,-5.1346841,119.4971927,#BBBF72
perintis kemerdekaan,8,29,Monday,Morning,tamalanrea,TL,R4,R2,-5.1346841,119.4971927,#BBBF72
perintis kemerdekaan,8,29,Wednesday,Morning,tamalanrea,TL,R4,R2,-5.1346841,119.4971927,#BBBF72
perintis kemerdekaan,8,29,Sunday,Morning,tamalanrea,TL,R4,R2,-5.1346841,119.4971927,#BBBF72
perintis kemerdekaan,8,29,Sunday,Morning,panakkukang,TL,R4,R2,-5.1451058,119.4735564,#BBBF72
perintis kemerdekaan,9,81,Friday,Afternoon,tamalanrea,OC,R2,NOV,-5.1346841,119.4971927,#F9D056
perintis kemerdekaan,9,81,Thursday,Afternoon,tamalanrea,OC,R2,NOV,-5.1346841,119.4971927,#F9D056
perintis kemerdekaan,9,81,Saturday,Afternoon,tamalanrea,OC,R2,NOV,-5.1346841,119.4971927,#F9D056
perintis kemerdekaan,9,81,Wednesday,Afternoon,tamalanrea,OC,R2,NOV,-5.1346841,119.4971927,#F9D056
perintis kemerdekaan,9,81,Sunday,Afternoon,tamalanrea,OC,R2,NOV,-5.1346841,119.4971927,#F9D056
perintis kemerdekaan,9,81,Tuesday,Afternoon,biringkanaya,T,R2,NOV,-5.1194324,119.5098533,#F9D056
perintis kemerdekaan,9,81,Tuesday,Afternoon,tamalanrea,OC,R2,NOV,-5.1346841,119.4971927,#F9D056
perintis kemerdekaan,9,81,Tuesday,Afternoon,biringkanaya,TM,R2,NOV,-5.1194324,119.5098533,#F9D056
perintis kemerdekaan,9,81,Monday,Afternoon,tamalanrea,OC,R2,NOV,-5.1346841,119.4971927,#F9D056
perintis kemerdekaan,9,81,Monday,Afternoon,tamalanrea,TM,R2,NOV,-5.1346841,119.4971927,#F9D056
perintis kemerdekaan,9,81,Friday,Afternoon,tamalanrea,TM,R2,NOV,-5.1346841,119.4971927,#F9D056
perintis kemerdekaan,9,81,Monday,Afternoon,tamalanrea,OC,R2,NOV,-5.1346841,119.4971927,#F9D056
perintis kemerdekaan,9,81,Wednesday,Afternoon,biringkanaya,OC,R2,NOV,-5.1194324,119.5098533,#F9D056
perintis kemerdekaan,9,81,Friday,Afternoon,tamalanrea,OC,R2,NOV,-5.1346841,119.4971927,#F9D056
perintis kemerdekaan,9,81,Wednesday,Afternoon,tamalanrea,OC,R2,NOV,-5.1346841,119.4971927,#F9D056
perintis kemerdekaan,9,81,Wednesday,Afternoon,tamalanrea,OC,R2,NOV,-5.1346841,119.4971927,#F9D056
perintis kemerdekaan,9,81,Thursday,Afternoon,tamalanrea,OC,R2,NOV,-5.1346841,119.4971927,#F9D056
perintis kemerdekaan,9,81,Saturday,Afternoon,tamalanrea,OC,R2,NOV,-5.1346841,119.4971927,#F9D056
perintis kemerdekaan,9,81,Thursday,Afternoon,tamalanrea,OC,R2,NOV,-5.1346841,119.4971927,#F9D056
perintis kemerdekaan,9,81,Tuesday,Afternoon,tamalanrea,TB,R2,R2,-5.1346841,119.4971927,#F9D056
perintis kemerdekaan,9,81,Friday,Afternoon,tamalanrea,OC,R2,NOV,-5.1346841,119.4971927,#F9D056
perintis kemerdekaan,9,81,Sunday,Afternoon,tamalanrea,TM,R2,NOV,-5.1346841,119.4971927,#F9D056
perintis kemerdekaan,9,81,Tuesday,Afternoon,biringkanaya,OC,R2,NOV,-5.1194324,119.5098533,#F9D056
perintis kemerdekaan,9,81,Sunday,Afternoon,tamalanrea,OC,R2,NOV,-5.1346841,119.4971927,#F9D056
perintis kemerdekaan,9,81,Monday,Afternoon,tamalanrea,OC,R2,NOV,-5.1346841,119.4971927,#F9D056
perintis kemerdekaan,9,81,Saturday,Afternoon,tamalanrea,TM,R2,NOV,-5.1346841,119.4971927,#F9D056
perintis kemerdekaan,9,81,Wednesday,Afternoon,biringkanaya,TM,R2,NOV,-5.1194324,119.5098533,#F9D056
perintis kemerdekaan,9,81,Thursday,Afternoon,biringkanaya,TM,R2,NOV,-5.1194324,119.5098533,#F9D056
perintis kemerdekaan,9,81,Wednesday,Afternoon,tamalanrea,TM,R2,NOV,-5.1346841,119.4971927,#F9D056
perintis kemerdekaan,9,81,Friday,Afternoon,biringkanaya,TM,R2,NOV,-5.1194324,119.5098533,#F9D056
perintis kemerdekaan,9,81,Saturday,Afternoon,tamalanrea,OC,R2,NOV,-5.1346841,119.4971927,#F9D056
perintis kemerdekaan,9,81,Sunday,Afternoon,tamalanrea,T,R2,NOV,-5.1346841,119.4971927,#F9D056
perintis kemerdekaan,9,81,Friday,Afternoon,tamalanrea,TM,R2,NOV,-5.1346841,119.4971927,#F9D056
perintis kemerdekaan,9,81,Tuesday,Afternoon,tamalanrea,TM,R3,NOV,-5.1346841,119.4971927,#F9D056
perintis kemerdekaan,9,81,Monday,Afternoon,biringkanaya,OC,R2,NOV,-5.1194324,119.5098533,#F9D056
perintis kemerdekaan,9,81,Sunday,Afternoon,biringkanaya,OC,R2,NOV,-5.1194324,119.5098533,#F9D056
perintis kemerdekaan,9,81,Monday,Afternoon,biringkanaya,OC,R2,NOV,-5.1194324,119.5098533,#F9D056
perintis kemerdekaan,9,81,Monday,Afternoon,tamalanrea,OC,R2,NOV,-5.1346841,119.4971927,#F9D056
perintis kemerdekaan,9,81,Saturday,Afternoon,tamalanrea,OC,R2,NOV,-5.1346841,119.4971927,#F9D056
perintis kemerdekaan,9,81,Wednesday,Afternoon,biringkanaya,TM,R2,NOV,-5.1194324,119.5098533,#F9D056
perintis kemerdekaan,9,81,Friday,Afternoon,biringkanaya,T,R2,NOV,-5.1194324,119.5098533,#F9D056
perintis kemerdekaan,9,81,Friday,Afternoon,tamalanrea,OC,R2,NOV,-5.1346841,119.4971927,#F9D056
perintis kemerdekaan,9,81,Thursday,Afternoon,tamalanrea,OC,R2,NOV,-5.1346841,119.4971927,#F9D056
perintis kemerdekaan,9,81,Saturday,Afternoon,tamalanrea,OC,R2,NOV,-5.1346841,119.4971927,#F9D056
perintis kemerdekaan,9,81,Wednesday,Afternoon,tamalanrea,OC,R2,NOV,-5.1346841,119.4971927,#F9D056
perintis kemerdekaan,9,81,Sunday,Afternoon,tamalanrea,OC,R2,NOV,-5.1346841,119.4971927,#F9D056
perintis kemerdekaan,9,81,Tuesday,Afternoon,biringkanaya,T,R2,NOV,-5.1194324,119.5098533,#F9D056
perintis kemerdekaan,9,81,Tuesday,Afternoon,tamalanrea,OC,R2,NOV,-5.1346841,119.4971927,#F9D056
perintis kemerdekaan,9,81,Tuesday,Afternoon,biringkanaya,TM,R2,NOV,-5.1194324,119.5098533,#F9D056
perintis kemerdekaan,9,81,Monday,Afternoon,tamalanrea,OC,R2,NOV,-5.1346841,119.4971927,#F9D056
perintis kemerdekaan,9,81,Monday,Afternoon,tamalanrea,TM,R2,NOV,-5.1346841,119.4971927,#F9D056
perintis kemerdekaan,9,81,Friday,Afternoon,tamalanrea,TM,R2,NOV,-5.1346841,119.4971927,#F9D056
perintis kemerdekaan,9,81,Monday,Afternoon,tamalanrea,OC,R2,NOV,-5.1346841,119.4971927,#F9D056
perintis kemerdekaan,9,81,Wednesday,Afternoon,biringkanaya,OC,R2,NOV,-5.1194324,119.5098533,#F9D056
perintis kemerdekaan,9,81,Friday,Afternoon,tamalanrea,OC,R2,NOV,-5.1346841,119.4971927,#F9D056
perintis kemerdekaan,9,81,Wednesday,Afternoon,tamalanrea,OC,R2,NOV,-5.1346841,119.4971927,#F9D056
perintis kemerdekaan,9,81,Wednesday,Afternoon,tamalanrea,OC,R2,NOV,-5.1346841,119.4971927,#F9D056
perintis kemerdekaan,9,81,Thursday,Afternoon,tamalanrea,OC,R2,NOV,-5.1346841,119.4971927,#F9D056
perintis kemerdekaan,9,81,Saturday,Afternoon,tamalanrea,OC,R2,NOV,-5.1346841,119.4971927,#F9D056
perintis kemerdekaan,9,81,Thursday,Afternoon,tamalanrea,OC,R2,NOV,-5.1346841,119.4971927,#F9D056
perintis kemerdekaan,9,81,Tuesday,Afternoon,tamalanrea,TB,R2,R2,-5.1346841,119.4971927,#F9D056
perintis kemerdekaan,9,81,Friday,Afternoon,tamalanrea,OC,R2,NOV,-5.1346841,119.4971927,#F9D056
perintis kemerdekaan,9,81,Sunday,Afternoon,tamalanrea,TM,R2,NOV,-5.1346841,119.4971927,#F9D056
perintis kemerdekaan,9,81,Tuesday,Afternoon,biringkanaya,OC,R2,NOV,-5.1194324,119.5098533,#F9D056
perintis kemerdekaan,9,81,Sunday,Afternoon,tamalanrea,OC,R2,NOV,-5.1346841,119.4971927,#F9D056
perintis kemerdekaan,9,81,Monday,Afternoon,tamalanrea,OC,R2,NOV,-5.1346841,119.4971927,#F9D056
perintis kemerdekaan,9,81,Saturday,Afternoon,tamalanrea,TM,R2,NOV,-5.1346841,119.4971927,#F9D056
perintis kemerdekaan,9,81,Wednesday,Afternoon,biringkanaya,TM,R2,NOV,-5.1194324,119.5098533,#F9D056
perintis kemerdekaan,9,81,Thursday,Afternoon,biringkanaya,TM,R2,NOV,-5.1194324,119.5098533,#F9D056
perintis kemerdekaan,9,81,Wednesday,Afternoon,tamalanrea,TM,R2,NOV,-5.1346841,119.4971927,#F9D056
perintis kemerdekaan,9,81,Friday,Afternoon,biringkanaya,TM,R2,NOV,-5.1194324,119.5098533,#F9D056
perintis kemerdekaan,9,81,Saturday,Afternoon,tamalanrea,OC,R2,NOV,-5.1346841,119.4971927,#F9D056
